AE;Semi-finished Brass Products;2022-10-19T09:10:05.272Z
AEA;Semi-finished Brass Products, Other;2022-10-19T09:10:05.272Z
AEB;Brass Sheets;2022-10-19T09:10:05.272Z
AEC;Brass Strips;2022-10-19T09:10:05.272Z
AF;Semi-finished Brass Products;2022-10-19T09:10:05.272Z
AFA;Semi-finished Bronze Products, Other;2022-10-19T09:10:05.272Z
AFC;Bronze Strips;2022-10-19T09:10:05.272Z
AG;Semi-finished Products of Other Copper Alloys;2022-10-19T09:10:05.272Z
AGA;Semi-finished Products of Other Copper Alloys, Other;2022-10-19T09:10:05.272Z
AGB;Copper Alloy Sheets;2022-10-19T09:10:05.272Z
AGD;Copper Alloy Wires;2022-10-19T09:10:05.272Z
AGH;Copper Alloy Sections;2022-10-19T09:10:05.272Z
B;Other Non-ferrous Metals and NF Alloys;2022-10-19T09:10:05.272Z
BB;Aluminum and Aluminum Alloys;2022-10-19T09:10:05.272Z
BBA;Aluminum and Aluminum Alloys, Other;2022-10-19T09:10:05.272Z
BBB;Aluminum Raw Materials, Wrought Alloys;2022-10-19T09:10:05.272Z
BBC;Aluminum Raw Materials, Cast Alloys;2022-10-19T09:10:05.272Z
BBD;Aluminum Raw Materials, Remelt Alloys;2022-10-19T09:10:05.272Z
BBE;Raw Aluminium (High-Grade);2022-10-19T09:10:05.272Z
BBG;Aluminum Tubes;2022-10-19T09:10:05.272Z
BBH;Aluminum Wires;2022-10-19T09:10:05.272Z
BBI;Aluminum Rods;2022-10-19T09:10:05.272Z
BBJ;Aluminum Strips;2022-10-19T09:10:05.272Z
BBK;Aluminum Foils;2022-10-19T09:10:05.272Z
BBN;Semi-finished Aluminum Products, Other;2022-10-19T09:10:05.272Z
BBO;Aluminium Sheets, Unmachined;2022-10-19T09:10:05.272Z
BBP;Aluminium Sheets, Machined;2022-10-19T09:10:05.272Z
BBQ;Aluminium Sections, Unmachined;2022-10-19T09:10:05.272Z
BBR;Aluminium Sections, Machined;2022-10-19T09:10:05.272Z
BC;Aluminum Products;2022-10-19T09:10:05.272Z
BCA;Aluminum Products, Other;2022-10-19T09:10:05.272Z
BCB;Solid Conductors;2022-10-19T09:10:05.272Z
BCC;Aluminum Lines;2022-10-19T09:10:05.272Z
BCF;Aluminum Parts;2022-10-19T09:10:05.272Z
BCG;Aluminum Bus Bars for Power Current;2022-10-19T09:10:05.272Z
BD;Lead and Lead Alloys;2022-10-19T09:10:05.272Z
BDA;Lead and Lead Alloys, Other;2022-10-19T09:10:05.272Z
BDC;Semi-Finished Products;2022-10-19T09:10:05.272Z
BE;Zinc and Zinc Alloys;2022-10-19T09:10:05.272Z
BEA;Zinc and Zinc Alloys, Other;2022-10-19T09:10:05.272Z
BEB;Zinc Raw Materials;2022-10-19T09:10:05.272Z
BF;Tin and Tin Alloys;2022-10-19T09:10:05.272Z
BFA;Tin and Tin Alloys, Other;2022-10-19T09:10:05.272Z
BFB;Tin Raw Materials;2022-10-19T09:10:05.272Z
BFC;Tin Alloys;2022-10-19T09:10:05.272Z
BFD;Solder paste;2022-10-19T09:10:05.272Z
BFE;Solder bars, solder rods;2022-10-19T09:10:05.272Z
BG;Nickel and Nickel Alloys;2022-10-19T09:10:05.272Z
BGA;Nickel and Nickel Alloys, Other;2022-10-19T09:10:05.272Z
BGC;Semi-Finished Nickel Products;2022-10-19T09:10:05.272Z
BGG;Nickel Sheets, Thermostatic Bimetal;2022-10-19T09:10:05.272Z
BGH;Nickel Formed Parts, Thermostatic Bimetal;2022-10-19T09:10:05.272Z
BH;Tantalum;2022-10-19T09:10:05.272Z
BHA;Tantalum, Other;2022-10-19T09:10:05.272Z
BI;Other Metals (1);2022-10-19T09:10:05.272Z
BIA;Other Metals, Other;2022-10-19T09:10:05.272Z
BID;Beryllium;2022-10-19T09:10:05.272Z
BIG;Chromium;2022-10-19T09:10:05.272Z
BIK;Cobalt;2022-10-19T09:10:05.272Z
BIN;Molybdenum;2022-10-19T09:10:05.272Z
BIO;Niobium;2022-10-19T09:10:05.272Z
BJ;Other Metals (2);2022-10-19T09:10:05.272Z
BJJ;Titanium;2022-10-19T09:10:05.272Z
BJM;Tungsten;2022-10-19T09:10:05.272Z
BJN;Zirconium;2022-10-19T09:10:05.272Z
BK;Other Semi-finished Products of Non-ferrous Metals;2022-10-19T09:10:05.272Z
BKA;Other Semi-Finished Products of Non-ferrous Metals, Other;2022-10-19T09:10:05.272Z
BKB;Molybdenum Semifinished Products, -Parts;2022-10-19T09:10:05.272Z
BKC;Tungsten Semifinished Products, -Parts;2022-10-19T09:10:05.272Z
C;Noble Metals and Noble Metal Alloys;2022-10-19T09:10:05.272Z
CB;Silver and Silver Alloys;2022-10-19T09:10:05.272Z
CBA;Silver and Silver Alloys, Other;2022-10-19T09:10:05.272Z
CBB;Silver Raw Materials;2022-10-19T09:10:05.272Z
CBC;Semi-Finished Silver Products;2022-10-19T09:10:05.272Z
CBD;Silver Contact Rivets;2022-10-19T09:10:05.272Z
CBE;Silver Contacts;2022-10-19T09:10:05.272Z
CC;Gold and Gold Alloys;2022-10-19T09:10:05.272Z
CCA;Gold and Gold Alloys, Other;2022-10-19T09:10:05.272Z
CCB;Gold Raw Materials;2022-10-19T09:10:05.272Z
CCC;Semi-Finished Gold Products;2022-10-19T09:10:05.272Z
CCD;Gold Contacts;2022-10-19T09:10:05.272Z
CD;Platinum and Platinum Alloys;2022-10-19T09:10:05.272Z
CDA;Platinum and Platinum Alloys, Other;2022-10-19T09:10:05.272Z
CDB;Platinum Raw Materials;2022-10-19T09:10:05.272Z
CF;Other Noble Metals;2022-10-19T09:10:05.272Z
CFA;Other Noble Metals;2022-10-19T09:10:05.272Z
CFB;Palladium;2022-10-19T09:10:05.272Z
D;Stones, Earth, Clay;2022-10-19T09:10:05.272Z
DB;Building Materials/Stone;2022-10-19T09:10:05.272Z
DBA;Building Materials and Stones, Other;2022-10-19T09:10:05.272Z
DBB;Construction Materials;2022-10-19T09:10:05.272Z
DBC;Finished Parts for Construction;2022-10-19T09:10:05.272Z
DBD;Filler Materials;2022-10-19T09:10:05.272Z
DC;Raw Materials;2022-10-19T09:10:05.272Z
DCA;Raw Materials, Other;2022-10-19T09:10:05.272Z
DCB;Clay and Earth;2022-10-19T09:10:05.272Z
DCD;Mica;2022-10-19T09:10:05.272Z
DD;Ceramic Parts;2022-10-19T09:10:05.272Z
DDA;Ceramic Parts, Other;2022-10-19T09:10:05.272Z
DDC;Fireclay Parts;2022-10-19T09:10:05.272Z
DDD;Fused Corundum Parts;2022-10-19T09:10:05.272Z
DDE;Piezoceramics;2022-10-19T09:10:05.272Z
DDG;Al Oxide Ceramics;2022-10-19T09:10:05.272Z
DE;Quartz, Graphite;2022-10-19T09:10:05.272Z
DEA;Quartz, Graphite, Other;2022-10-19T09:10:05.272Z
DEC;Graphite Products;2022-10-19T09:10:05.272Z
DF;Glass;2022-10-19T09:10:05.272Z
DFA;Glass, Other;2022-10-19T09:10:05.272Z
DFD;Glass-Ceramic Composites;2022-10-19T09:10:05.272Z
DFE;Flat Glass;2022-10-19T09:10:05.272Z
DFF;Glass Vials;2022-10-19T09:10:05.272Z
DFG;Pressed Glass Parts;2022-10-19T09:10:05.272Z
DFH;Glass Fabrics;2022-10-19T09:10:05.272Z
DFI;Products for Glass Filaments;2022-10-19T09:10:05.272Z
DFJ;Optical Glass;2022-10-19T09:10:05.272Z
DFL;Glass Bulbs, Hard Glass;2022-10-19T09:10:05.272Z
DFM;Glass Bulbs, Other;2022-10-19T09:10:05.272Z
DFO;Glass Tubes/Rods, Hard Glass;2022-10-19T09:10:05.272Z
DFQ;Glass Parts, Other;2022-10-19T09:10:05.272Z
DFS;Window Panes;2022-10-19T09:10:05.272Z
E;Textiles, Wood, Paperboard;2022-10-19T09:10:05.272Z
EA;Packaging auxiliaries;2022-10-19T09:10:05.272Z
EAB;Packaging auxiliaries;2022-10-19T09:10:05.272Z
EB;Textiles;2022-10-19T09:10:05.272Z
EBA;Textiles, Other;2022-10-19T09:10:05.272Z
EBD;Synthetic Fiber Yarns;2022-10-19T09:10:05.272Z
EC;Wood;2022-10-19T09:10:05.272Z
ECA;Wood not for Packaging;2022-10-19T09:10:05.272Z
ECB;Wood for construction purpose;2022-10-19T09:10:05.272Z
ECC;Wood for product fabrication; Pressboard;2022-10-19T09:10:05.272Z
ECF;Wood and wooden products for packaging;2022-10-19T09:10:05.272Z
ED;Paper and Paperboard;2022-10-19T09:10:05.272Z
ED1;SBS Cartons;2022-10-19T09:10:05.272Z
ED2;IFUs/Inserts/Note Cards;2022-10-19T09:10:05.272Z
ED3;Specialty Assay Paper;2022-10-19T09:10:05.272Z
ED4;Thermal Printer Paper;2022-10-19T09:10:05.272Z
EDA;Paper and Paperboard, Other;2022-10-19T09:10:05.272Z
EDB;Insulation Kits (within PSP and wood);2022-10-19T09:10:05.272Z
EDF;Cable Paper;2022-10-19T09:10:05.272Z
EDH;Capacitor Papers, Other;2022-10-19T09:10:05.272Z
EDJ;Corrugated Paper Prod. for fabrication purpose;2022-10-19T09:10:05.272Z
EDK;Shipping corrugated boxes;2022-10-19T09:10:05.272Z
EDM;Solid Board Products for fabrication purpose;2022-10-19T09:10:05.272Z
EE;PSP-Components Insulation Material;2022-10-19T09:10:05.272Z
EEA;PSP-Other Insulation Material;2022-10-19T09:10:05.272Z
EEB;PSP-Cylinders;2022-10-19T09:10:05.272Z
EED;PSP-Spacers;2022-10-19T09:10:05.272Z
EEE;PSP-Strips;2022-10-19T09:10:05.272Z
EEI;PSP-Angle rings,caps, snouts;2022-10-19T09:10:05.272Z
EEJ;PSP-Shielding rings;2022-10-19T09:10:05.272Z
EEL;PSP-HV-exits;2022-10-19T09:10:05.272Z
EEN;PSP-Press Plates;2022-10-19T09:10:05.272Z
EEO;PSP-Pressing elements;2022-10-19T09:10:05.272Z
EEP;Laminated Pressboard sheets;2022-10-19T09:10:05.272Z
EEQ;KP-Laminated wood sheets;2022-10-19T09:10:05.272Z
EER;KP-Laminated wood Pressing elements;2022-10-19T09:10:05.272Z
F;Rubber and Plastic, Cable;2022-10-19T09:10:05.272Z
FB;Soft Rubber;2022-10-19T09:10:05.272Z
FBA;Soft Rubber, Other;2022-10-19T09:10:05.272Z
FBB;Parts Made of Soft Rubber;2022-10-19T09:10:05.272Z
FBC;Gaskets;2022-10-19T09:10:05.272Z
FBD;Vial Stoppers and Caps;2022-10-19T09:10:05.272Z
FC;Hard Rubber;2022-10-19T09:10:05.272Z
FCA;Hard Rubber, Other;2022-10-19T09:10:05.272Z
FCB;Parts Made of Hard Rubber;2022-10-19T09:10:05.272Z
FD;Rubber;2022-10-19T09:10:05.272Z
FDA;Rubber, Other;2022-10-19T09:10:05.272Z
FDC;Synthetic Rubber;2022-10-19T09:10:05.272Z
FDD;Silicone Rubber;2022-10-19T09:10:05.272Z
FDE;Parts Made of Rubber;2022-10-19T09:10:05.272Z
FE;Thermoplastic Molding Materials;2022-10-19T09:10:05.272Z
FEA;Thermoplastic Resins;2022-10-19T09:10:05.272Z
FEF;Polyacrylate (PMMA);2022-10-19T09:10:05.272Z
FEJ;Polyamide 6 (PA 6);2022-10-19T09:10:05.272Z
FEK;Polyamide 66 (PA 66);2022-10-19T09:10:05.272Z
FEM;Polycarbonate (PC);2022-10-19T09:10:05.272Z
FEO;Polyester, Linear (PBT, PET);2022-10-19T09:10:05.272Z
FF;Formed Parts Made of Thermoplastics;2022-10-19T09:10:05.272Z
FFA;Formed Parts Made of Thermoplastics, Other;2022-10-19T09:10:05.272Z
FFB;Parts from Polypropylene (PP);2022-10-19T09:10:05.272Z
FFC;Parts from Polyethylene (PE);2022-10-19T09:10:05.272Z
FFD;Parts from Polystyrene, Styrene Copolymers (not incl. ABS);2022-10-19T09:10:05.272Z
FFE;Parts from Acrylonitrile-Butadiene-Styrene (ABS);2022-10-19T09:10:05.272Z
FFF;Parts from Polyacrylate (PMMA);2022-10-19T09:10:05.272Z
FFG;Parts from Polyvinyl Chloride (PVC);2022-10-19T09:10:05.272Z
FFH;Parts from Fluorinated Polymers (ETFE, FEP, PVDF, PTFE);2022-10-19T09:10:05.272Z
FFJ;Parts from (PA 6) Polyamide 6;2022-10-19T09:10:05.272Z
FFK;Parts from (PA 66) Polyamide 66;2022-10-19T09:10:05.272Z
FFL;Partrs from (PA) Polyamide, Other;2022-10-19T09:10:05.272Z
FFM;Parts from Polycarbonate (PC);2022-10-19T09:10:05.272Z
FFN;Parts from Polyacetal (POM);2022-10-19T09:10:05.272Z
FFO;Parts linear from Polyester (PBT, PET);2022-10-19T09:10:05.272Z
FFP;Parts f. (PPE) Polyphenylene Ether/Polyphenylene Oxide (PPO);2022-10-19T09:10:05.272Z
FFQ;Parts from (PPS) Polyphenylene Sulfide;2022-10-19T09:10:05.272Z
FFR;Parts from Polysulfone (PSU);2022-10-19T09:10:05.272Z
FFS;Parts from (PES) Polyethersulfone;2022-10-19T09:10:05.272Z
FFT;Parts from (PEI) Polyetherimide;2022-10-19T09:10:05.272Z
FFU;Parts from (PEEK) Polyetheretherketone;2022-10-19T09:10:05.272Z
FFV;Parts from PC-ABS;2022-10-19T09:10:05.272Z
FFW;Parts from Plastic Components;2022-10-19T09:10:05.272Z
FFX;Parts from LCP (Liquid Cristal Polymer);2022-10-19T09:10:05.272Z
FG;Thermosetting Molding Materials;2022-10-19T09:10:05.272Z
FGA;Thermoset Resins;2022-10-19T09:10:05.272Z
FGB;Synthetic and Natural Resins;2022-10-19T09:10:05.272Z
FGC;Epoxy Resins;2022-10-19T09:10:05.272Z
FGD;Polyurethan Resins;2022-10-19T09:10:05.272Z
FGE;Phenolic Molding Materials;2022-10-19T09:10:05.272Z
FGF;Urea Molding Materials;2022-10-19T09:10:05.272Z
FGG;Silicon Resins;2022-10-19T09:10:05.272Z
FGH;Melamine;2022-10-19T09:10:05.272Z
FGI;Polyester;2022-10-19T09:10:05.272Z
FH;Formed Parts from Thermosetting Plastics - semi finished;2022-10-19T09:10:05.272Z
FHA;Formed Parts Thermosetting Plastics - Semi Finished, Other;2022-10-19T09:10:05.272Z
FHB;Parts from Paper-Base Laminates;2022-10-19T09:10:05.272Z
FHC;Parts from Fabric-Base Laminates;2022-10-19T09:10:05.272Z
FHD;Parts from Glass-Reinforced Laminates;2022-10-19T09:10:05.272Z
FHE;Parts from Fiberglass-Reinforced Composite Materials;2022-10-19T09:10:05.272Z
FHF;Parts from Carbon Fiber-Reinforced Composite Materials;2022-10-19T09:10:05.272Z
FHH;FRP Cab End Module;2022-10-19T09:10:05.272Z
FI;Formed parts from Thermosetting molding materials;2022-10-19T09:10:05.272Z
FIA;Formed Parts Thermosetting Molding Materials, Others;2022-10-19T09:10:05.272Z
FIB;Parts from Resin;2022-10-19T09:10:05.272Z
FIC;Parts from Rigid Foam Plastic;2022-10-19T09:10:05.272Z
FID;Parts from Silicone;2022-10-19T09:10:05.272Z
FIE;Parts from Epoxy Resin;2022-10-19T09:10:05.272Z
FIF;Parts from Phenol;2022-10-19T09:10:05.272Z
FIG;Parts from Polyester (SCM and BMC);2022-10-19T09:10:05.272Z
FIH;Lens;2022-10-19T09:10:05.272Z
FJ;Films and Fleeces;2022-10-19T09:10:05.272Z
FJA;Films and Fleeces, Other;2022-10-19T09:10:05.272Z
FJB;Polypropylene Films;2022-10-19T09:10:05.272Z
FJD;PVC Films;2022-10-19T09:10:05.272Z
FJE;Polyester Films;2022-10-19T09:10:05.272Z
FJG;Polycarbonate (PC) Films;2022-10-19T09:10:05.272Z
FJJ;Composite Films;2022-10-19T09:10:05.272Z
FJN;Polyethylene Films;2022-10-19T09:10:05.272Z
FJO;Flexible Packaging and Films;2022-10-19T09:10:05.272Z
FK;Flexible Tubing and Hoses;2022-10-19T09:10:05.272Z
FKA;Flexible Tubing and Hoses, Other;2022-10-19T09:10:05.272Z
FKC;PVC Tubing;2022-10-19T09:10:05.272Z
FKD;Tubing made from Composite Materials;2022-10-19T09:10:05.272Z
FKF;Rubber Tubing;2022-10-19T09:10:05.272Z
FKG;Heat-Shrink Tubing;2022-10-19T09:10:05.272Z
FKH;Insulating Tubing;2022-10-19T09:10:05.272Z
FL;More Rubber and Plastic Parts;2022-10-19T09:10:05.272Z
FLA;Rubber and Plastic Parts, Other;2022-10-19T09:10:05.272Z
FLB;Parts made from Composite Materials;2022-10-19T09:10:05.272Z
FLC;Extruded Parts;2022-10-19T09:10:05.272Z
FLD;Injection molded parts;2022-10-19T09:10:05.272Z
FLE;Desiccant moisture absorbent packets;2022-10-19T09:10:05.272Z
FLF;Vial Caps & Closures;2022-10-19T09:10:05.272Z
FO;Power Cables (sold by the meter);2022-10-19T09:10:05.272Z
FOD; Low Voltage Power Cables (<3kV);2022-10-19T09:10:05.273Z
FOE; Medium Voltage Power Cables (>3kV <45kV);2022-10-19T09:10:05.273Z
FOF;High Voltage Power Cable Systems (>45kV);2022-10-19T09:10:05.273Z
FOH;Installation Cables (<= 1kV);2022-10-19T09:10:05.273Z
FON;Cables for Special Operational Areas;2022-10-19T09:10:05.273Z
FP;Telecommunication Cables (sold by the meter);2022-10-19T09:10:05.273Z
FPD;Control/ Signalling/ Data Cables;2022-10-19T09:10:05.273Z
FPM;Fibre Optic Cables;2022-10-19T09:10:05.273Z
FQ;Hybrid Cables (sold by the meter);2022-10-19T09:10:05.273Z
FQA;Hybrid Cables (sold by the meter), other;2022-10-19T09:10:05.273Z
G;Chemicals and Gases;2022-10-19T09:10:05.273Z
GB;Chemicals;2022-10-19T09:10:05.273Z
GBA;Chemicals, Other;2022-10-19T09:10:05.273Z
GBB;Acids;2022-10-19T09:10:05.273Z
GBF;Accelerators;2022-10-19T09:10:05.273Z
GBG;Stabilizers;2022-10-19T09:10:05.273Z
GBH;Solvents, organic;2022-10-19T09:10:05.273Z
GBI;Hydrocarbons;2022-10-19T09:10:05.273Z
GBJ;Cleaning Agents, inorganic;2022-10-19T09:10:05.273Z
GBL;Filling Compounds;2022-10-19T09:10:05.273Z
GBM;Sealing Compounds;2022-10-19T09:10:05.273Z
GBN;Rare Earth Oxides;2022-10-19T09:10:05.273Z
GC;Lubricants;2022-10-19T09:10:05.273Z
GCA;Lubricants, Other;2022-10-19T09:10:05.273Z
GCB;Oils;2022-10-19T09:10:05.273Z
GCC;Greases;2022-10-19T09:10:05.273Z
GCE;Transformer oil synthetic based on ester or silicon;2022-10-19T09:10:05.273Z
GCF;Transformer oil on crude oil base uninh standard;2022-10-19T09:10:05.273Z
GCG;Transformer oil on crude oil base inh standard;2022-10-19T09:10:05.273Z
GCH;Transformer oil based on natural ester;2022-10-19T09:10:05.273Z
GD;Surface Protection;2022-10-19T09:10:05.273Z
GDA;Surface Protection, Other;2022-10-19T09:10:05.273Z
GDB;Primers;2022-10-19T09:10:05.273Z
GDC;Pigments and Dyes;2022-10-19T09:10:05.273Z
GDE;Powder Coatings;2022-10-19T09:10:05.273Z
GDF;Laquer and Varnishes - Solvent based;2022-10-19T09:10:05.273Z
GDG;Laquer and Varnishes - Waterbased;2022-10-19T09:10:05.273Z
GE;Technical Gases;2022-10-19T09:10:05.273Z
GEA;Technical Gases, Other;2022-10-19T09:10:05.273Z
GEB;Oxygen;2022-10-19T09:10:05.273Z
GED;Nitrogen;2022-10-19T09:10:05.273Z
GEE;Helium;2022-10-19T09:10:05.273Z
GEF;Argon;2022-10-19T09:10:05.273Z
GEJ;SF6 Gas in tanks and cylinders;2022-10-19T09:10:05.273Z
GF;Photographic Materials;2022-10-19T09:10:05.273Z
GFA;Photographic Materials, Other;2022-10-19T09:10:05.273Z
GFD;Photographic;2022-10-19T09:10:05.273Z
GG;Tapes;2022-10-19T09:10:05.273Z
GGA;Tapes, Other;2022-10-19T09:10:05.273Z
GGB;Adhesive Textile Tapes;2022-10-19T09:10:05.273Z
GGD;Insulating Tapes;2022-10-19T09:10:05.273Z
GH;Adhesives;2022-10-19T09:10:05.273Z
GHA;Adhesives, Other;2022-10-19T09:10:05.273Z
GHB;Epoxy Adhesives;2022-10-19T09:10:05.273Z
GI;Biologicals and Biochemicals;2022-10-19T09:10:05.273Z
GIA;Biologicals and Biochemicals, other;2022-10-19T09:10:05.273Z
GIB;Allergens;2022-10-19T09:10:05.273Z
GIC;Animal Byproducts;2022-10-19T09:10:05.273Z
GID;Monoclonal Antibodies;2022-10-19T09:10:05.273Z
GIE;Polyclonal Antibodies;2022-10-19T09:10:05.273Z
GIF;Chemiluscent Substrates;2022-10-19T09:10:05.273Z
GIG;Human Byproducts;2022-10-19T09:10:05.273Z
GIH;Particles/neurons;2022-10-19T09:10:05.273Z
GII;Purchased Reagent Manufacturing Intermediates;2022-10-19T09:10:05.273Z
GIJ;Clinical Chemistry Reagents;2022-10-19T09:10:05.273Z
GIK;Hematology Reagents;2022-10-19T09:10:05.273Z
GIL;Molecular Chemistry Reagents;2022-10-19T09:10:05.273Z
GIM;Assay Controls;2022-10-19T09:10:05.273Z
GIN;Large Volume System Fluids;2022-10-19T09:10:05.273Z
GIO;Urine Chemistry Reagents;2022-10-19T09:10:05.273Z
GIP;Point of Care Reagents;2022-10-19T09:10:05.273Z
GIQ;OEM Reagents;2022-10-19T09:10:05.273Z
GIR;Labor-Animal;2022-10-19T09:10:05.273Z
GIS;Clinical Patient Samples;2022-10-19T09:10:05.273Z
H;Iron, Steel and Cast Products;2022-10-19T09:10:05.273Z
HB;Standard Steel;2022-10-19T09:10:05.273Z
HBA;Standard Steel;2022-10-19T09:10:05.273Z
HBB;Semi-Finished Standard Steel Products;2022-10-19T09:10:05.273Z
HBC;Steel Raw Material;2022-10-19T09:10:05.273Z
HC;Plates and Sheets;2022-10-19T09:10:05.273Z
HCA;Steel Sheets not coated with thickness 0-6mm;2022-10-19T09:10:05.273Z
HCB;Heavy plates >150mm thickness;2022-10-19T09:10:05.273Z
HCC;Heavy plates 7-150mm thickness;2022-10-19T09:10:05.273Z
HCE;Steel Sheets coated with thickness 0-6mm;2022-10-19T09:10:05.273Z
HD;Electrical Sheets;2022-10-19T09:10:05.273Z
HDA;Electrical Sheets, Other;2022-10-19T09:10:05.273Z
HDB;Electrical Steel NGO, C-grades acc.SN50265;2022-10-19T09:10:05.273Z
HDC;Electrical Sheets <2. WV;2022-10-19T09:10:05.273Z
HDD;E-Steel P-grades acc. SN50265;2022-10-19T09:10:05.273Z
HDE;E-Steel M-grades acc. SN50265;2022-10-19T09:10:05.273Z
HDF;Electrical Sheets Semifin.;2022-10-19T09:10:05.273Z
HDG;Electrical Steel NGO, N-grades acc.SN50265;2022-10-19T09:10:05.273Z
HDI;GOES 100-30H;2022-10-19T09:10:05.273Z
HDJ;GOES 110-30M;2022-10-19T09:10:05.273Z
HDK;GOES 117-30M;2022-10-19T09:10:05.273Z
HDM;GOES 080-23DR LN;2022-10-19T09:10:05.273Z
HDN;GOES 090-27DR;2022-10-19T09:10:05.273Z
HDO;GOES 140-35C;2022-10-19T09:10:05.273Z
HDP;GOES 075-23DR LN;2022-10-19T09:10:05.273Z
HDQ;GOES 100-30H LN;2022-10-19T09:10:05.273Z
HDR;GOES 120-27C;2022-10-19T09:10:05.273Z
HDS;GOES 075-23DR;2022-10-19T09:10:05.273Z
HDT;GOES 070-23DR;2022-10-19T09:10:05.273Z
HDU;GOES 090-23H;2022-10-19T09:10:05.273Z
HDW;GOES 070-23DR LN;2022-10-19T09:10:05.273Z
HDX;GOES 080-23DR;2022-10-19T09:10:05.274Z
HDY;GOES 120-30C;2022-10-19T09:10:05.274Z
HDZ;GOES Others;2022-10-19T09:10:05.274Z
HE;Tubes;2022-10-19T09:10:05.274Z
HEA;Tubes, Other;2022-10-19T09:10:05.274Z
HED;Precision Steel Tubes;2022-10-19T09:10:05.274Z
HEF;Boilertubes, Seamless DIN;2022-10-19T09:10:05.274Z
HEJ;Other Steel Tubes, Seamless DIN;2022-10-19T09:10:05.274Z
HEK;Other Steel Tubes, Seamless ANSI;2022-10-19T09:10:05.274Z
HEN;Stainless Steel, Seamless DIN;2022-10-19T09:10:05.274Z
HEO;Stainless Steel, Seamless ANSI;2022-10-19T09:10:05.274Z
HEP;Stainless Steel, Welded DIN;2022-10-19T09:10:05.274Z
HEQ;Stainless Steel, Welded ANSI;2022-10-19T09:10:05.274Z
HEV;Flanges;2022-10-19T09:10:05.274Z
HEW;Fittings (Tubes);2022-10-19T09:10:05.274Z
HEX;Metal Tubes;2022-10-19T09:10:05.274Z
HF;Steel, Cold-worked;2022-10-19T09:10:05.274Z
HFA;Steel, Cold-Worked, Other;2022-10-19T09:10:05.274Z
HFB;Bright Steel, Cold-Worked, Free-Cutting Steel;2022-10-19T09:10:05.274Z
HFC;Sectional Steel, Cold-Worked;2022-10-19T09:10:05.274Z
HFD;Wires, Cold-Worked;2022-10-19T09:10:05.274Z
HFE;Semi-Finished Products, Other, Cold-Worked;2022-10-19T09:10:05.274Z
HFF;Cold-Rolled Strip, Copper-Plated, Galvanized;2022-10-19T09:10:05.274Z
HFG;Cold-Rolled Strip, Copper-Plated, Clad;2022-10-19T09:10:05.274Z
HFH;Cold-Rolled Strip, Other;2022-10-19T09:10:05.274Z
HFI;Wire Ropes;2022-10-19T09:10:05.274Z
HG;Tool Steel and High-speed Steel;2022-10-19T09:10:05.274Z
